customer_id,age,geography,billing_preference,vulnerability,tenure_months,payment_method,product_broadband,product_tv,product_voice,product_tier,contract_lifecycle,average_monthly_spend,contact_frequency_pre_migration,number_of_complaints,number_of_faults,late_payments,missed_payments,number_of_calls_post_migration,churn_after_migration,change_in_spend,change_in_products
CUST000197,65,Urban,Standard Paper,No,208,Cheque,1,1,0,Fibre,Out of Contract,24.14,1,1,0,0,0,0,0,-7.81,0
CUST000198,29,Suburban,Paperless,No,16,Card,1,1,0,Fibre,Out of Contract,58.72,4,1,1,2,0,4,0,-2.79,0
CUST000199,54,Suburban,Paperless,No,186,Direct Debit,1,1,0,Fibre,Out of Contract,49.29,3,1,0,1,0,7,0,-15.3,1
CUST000200,49,Urban,Paperless,No,172,Direct Debit,1,0,1,Copper,In Contract,37.38,1,1,1,0,0,3,0,5.0,0
CUST000201,26,Suburban,Standard Paper,No,196,Direct Debit,1,1,0,Fibre,Month to Month,49.67,3,2,1,1,0,4,0,17.82,-1
CUST000202,36,Urban,Standard Paper,No,49,Card,1,1,1,Fibre Plus,Out of Contract,116.3,4,0,2,1,0,2,1,-15.57,0
CUST000203,65,Rural,Paperless,No,94,Direct Debit,1,0,1,Fibre,Out of Contract,39.53,3,2,4,0,0,6,1,-40.29,-1
CUST000204,20,Urban,Paperless,No,51,Direct Debit,1,1,1,Fibre,In Contract,34.98,4,1,1,1,0,5,0,40.69,0
CUST000205,37,Rural,Paperless,No,226,Direct Debit,1,1,1,Fibre,In Contract,62.54,4,0,1,2,2,6,1,27.81,-1
CUST000206,41,Urban,Paperless,No,5,Cheque,1,0,1,Copper,Out of Contract,32.08,0,1,1,0,1,2,0,-10.85,-2
CUST000207,71,Suburban,Paperless,No,97,Card,1,0,1,Copper,Month to Month,56.86,1,4,1,0,0,1,0,-5.62,0
CUST000208,50,Suburban,Paperless,No,186,Cash,1,1,1,Copper,Month to Month,67.4,1,0,2,0,1,3,0,13.29,0
CUST000209,41,Suburban,Paperless,No,174,Direct Debit,1,0,0,Copper,Out of Contract,90.0,3,0,0,0,1,0,0,11.97,0
CUST000210,53,Urban,Paperless,No,183,Card,1,0,1,Fibre,In Contract,38.08,4,0,0,0,1,3,0,6.23,0
CUST000211,55,Suburban,Paperless,No,73,Direct Debit,1,0,0,Fibre,In Contract,23.1,3,0,1,0,0,3,0,-17.17,0
CUST000212,42,Urban,Paperless,No,145,Cash,1,1,0,Copper,Out of Contract,39.31,5,0,2,0,0,3,0,14.29,0
CUST000213,35,Suburban,Large Font,No,140,Direct Debit,1,1,1,Fibre,Out of Contract,48.83,2,1,0,1,2,4,0,-12.09,2
CUST000214,83,Suburban,Paperless,No,152,Direct Debit,1,1,0,Fibre,Out of Contract,32.83,3,0,4,1,0,3,0,-2.33,0
CUST000215,71,Rural,Standard Paper,No,56,Direct Debit,1,1,1,Copper,Month to Month,47.75,2,0,2,0,0,3,0,-5.32,0
CUST000216,52,Suburban,Large Font,No,183,Direct Debit,1,1,1,Fibre,In Contract,106.85,1,0,1,1,0,2,0,44.74,0
CUST000217,78,Urban,Large Font,No,122,Direct Debit,1,1,1,Copper,Out of Contract,33.6,2,3,4,0,0,2,0,13.84,0
CUST000218,58,Suburban,Large Font,Yes,126,Direct Debit,1,0,0,Fibre,In Contract,29.84,1,1,1,4,1,5,0,-4.36,-2
CUST000219,50,Suburban,Standard Paper,No,204,Direct Debit,1,1,0,Copper,In Contract,71.47,4,1,0,1,0,1,0,-1.27,0
CUST000220,50,Rural,Large Font,No,79,Direct Debit,1,0,0,Fibre,In Contract,24.06,3,3,2,0,0,7,0,8.82,0
CUST000221,31,Rural,Standard Paper,No,16,Direct Debit,1,1,1,Copper,Out of Contract,44.99,2,0,2,0,0,2,0,20.38,0
CUST000222,38,Suburban,Paperless,No,126,Cash,1,1,1,Copper,Out of Contract,34.4,2,0,0,1,0,0,0,-4.62,0
CUST000223,65,Urban,Paperless,No,87,Card,1,0,1,Fibre Plus,Out of Contract,19.56,2,0,0,2,0,3,0,23.66,2
CUST000224,37,Suburban,Large Font,Yes,210,Card,1,1,1,Fibre,In Contract,41.62,2,0,0,0,0,2,0,-0.52,0
CUST000225,25,Suburban,Paperless,No,22,Cheque,1,0,1,Fibre,Out of Contract,32.66,4,0,1,0,0,3,0,1.45,0
CUST000226,24,Rural,Paperless,No,110,Cheque,1,1,1,Copper,Out of Contract,57.59,0,0,0,0,1,4,1,-4.6,0
CUST000227,84,Urban,Paperless,No,172,Cash,1,1,1,Fibre,In Contract,49.4,2,1,2,0,0,1,0,-11.48,0
CUST000228,34,Urban,Paperless,No,95,Cheque,1,1,1,Copper,Month to Month,48.8,5,0,2,0,0,1,0,14.59,0
CUST000229,50,Urban,Paperless,No,43,Direct Debit,1,1,1,Fibre,In Contract,27.82,0,0,1,0,0,0,0,17.5,0
CUST000230,65,Suburban,Paperless,No,79,Direct Debit,1,0,1,Fibre,Month to Month,33.69,3,1,1,0,1,7,0,-8.19,0
CUST000231,76,Rural,Paperless,No,21,Direct Debit,1,1,1,Fibre,Out of Contract,50.69,4,1,3,0,0,2,0,-2.09,0
CUST000232,39,Urban,Paperless,Yes,123,Cash,0,1,1,Fibre,Out of Contract,28.66,3,3,1,0,0,6,0,20.03,1
CUST000233,47,Suburban,Paperless,Yes,8,Cheque,1,1,1,Copper,In Contract,43.85,1,0,3,1,2,4,1,5.08,0
CUST000234,55,Suburban,Paperless,No,49,Direct Debit,1,1,1,Fibre,Out of Contract,53.25,5,1,0,0,0,3,0,24.47,0
CUST000235,68,Suburban,Paperless,No,232,Direct Debit,0,0,0,Copper,Month to Month,65.0,1,1,2,0,0,6,0,-0.69,0
CUST000236,71,Urban,Paperless,No,228,Direct Debit,0,1,1,Copper,In Contract,34.12,2,1,1,1,0,4,0,3.8,0
CUST000237,25,Rural,Large Font,No,125,Cheque,0,0,1,Fibre,In Contract,36.75,3,0,0,0,0,4,0,10.97,0
CUST000238,44,Urban,Paperless,No,106,Direct Debit,1,1,1,Fibre,In Contract,49.31,3,0,1,0,1,0,0,19.01,0
CUST000239,44,Suburban,Paperless,No,230,Direct Debit,1,0,0,Fibre,In Contract,30.99,0,1,1,0,0,0,0,15.45,0
CUST000240,38,Urban,Large Font,No,134,Direct Debit,1,1,1,Fibre,In Contract,22.39,3,1,0,0,1,6,1,0.14,0
CUST000241,47,Suburban,Standard Paper,No,81,Direct Debit,1,1,0,Fibre Plus,Out of Contract,53.34,2,1,1,0,0,3,1,-18.4,0
CUST000242,45,Rural,Paperless,No,104,Card,0,0,0,Fibre,In Contract,39.22,3,1,1,0,0,2,1,-16.54,0
CUST000243,81,Urban,Paperless,No,109,Card,1,0,1,Fibre,Out of Contract,58.44,1,2,1,0,0,4,1,4.5,0
CUST000244,78,Urban,Standard Paper,No,175,Direct Debit,1,0,1,Fibre Plus,In Contract,33.58,3,1,0,0,0,6,0,-25.3,0
CUST000245,65,Suburban,Paperless,No,164,Direct Debit,0,1,0,Copper,Month to Month,46.7,6,0,3,0,1,6,0,14.56,0
CUST000246,36,Suburban,Standard Paper,No,125,Direct Debit,1,0,0,Copper,Out of Contract,18.14,2,0,0,1,1,3,0,-4.25,0
CUST000247,21,Suburban,Paperless,No,92,Direct Debit,1,1,1,Fibre,Month to Month,60.58,2,1,1,0,0,3,0,-16.5,0
CUST000248,52,Urban,Paperless,No,121,Direct Debit,1,1,1,Fibre,Month to Month,34.18,1,4,1,0,0,5,0,-5.51,0
CUST000249,81,Urban,Paperless,No,111,Direct Debit,1,1,0,Copper,Month to Month,41.7,1,0,3,0,0,1,0,-14.1,0
CUST000250,66,Urban,Standard Paper,No,23,Cheque,1,1,0,Fibre,In Contract,41.42,1,0,0,2,2,2,0,15.66,-1
CUST000251,34,Urban,Paperless,No,159,Direct Debit,1,0,0,Copper,Out of Contract,37.57,0,0,0,2,1,2,0,13.68,0
CUST000252,61,Rural,Paperless,No,110,Card,1,1,1,Fibre,In Contract,46.17,3,0,2,2,0,3,0,23.57,0
CUST000253,47,Urban,Paperless,No,75,Direct Debit,1,1,1,Fibre,Out of Contract,45.0,0,2,1,0,1,2,0,-18.31,0
CUST000254,63,Urban,Paperless,No,62,Direct Debit,1,0,1,Copper,In Contract,49.88,4,0,0,0,0,2,0,18.12,-1
CUST000255,23,Urban,Paperless,No,212,Cheque,1,1,1,Fibre,In Contract,23.83,2,3,1,0,1,2,0,-9.41,0
CUST000256,54,Urban,Paperless,Yes,96,Cheque,1,1,1,Fibre,In Contract,65.74,0,1,3,0,1,2,1,-11.6,0
CUST000257,41,Suburban,Paperless,No,209,Direct Debit,1,1,1,Copper,Out of Contract,42.01,3,2,1,0,0,4,0,-21.21,1
CUST000258,63,Suburban,Paperless,No,57,Card,1,1,1,Fibre Plus,In Contract,53.0,4,0,2,0,0,4,0,27.84,0
CUST000259,70,Urban,Standard Paper,Yes,234,Direct Debit,0,1,1,Fibre,Out of Contract,41.91,2,3,0,0,0,4,0,-25.35,0
CUST000260,77,Urban,Paperless,No,102,Direct Debit,1,1,0,Copper,Month to Month,26.24,4,1,2,1,0,3,0,4.76,0
CUST000261,80,Urban,Standard Paper,No,70,Card,1,1,0,Fibre,In Contract,158.49,0,1,1,0,0,0,0,28.33,0
CUST000262,49,Suburban,Paperless,No,65,Direct Debit,1,1,0,Fibre Plus,In Contract,47.61,3,3,0,1,0,3,0,-10.76,0
CUST000263,50,Suburban,Paperless,No,37,Direct Debit,1,0,1,Copper,Month to Month,20.31,6,3,1,1,1,3,0,-4.39,2
CUST000264,84,Urban,Paperless,No,68,Cheque,1,0,1,Copper,Month to Month,42.69,6,1,2,2,0,6,0,-12.49,0
CUST000265,35,Suburban,Paperless,No,223,Direct Debit,1,0,1,Copper,In Contract,36.74,1,0,4,0,1,5,0,0.43,-2
CUST000266,42,Suburban,Paperless,No,75,Direct Debit,1,0,1,Copper,In Contract,41.22,4,2,1,0,0,4,1,7.85,0
CUST000267,71,Rural,Standard Paper,No,17,Direct Debit,1,1,1,Copper,Month to Month,19.73,4,0,2,2,1,3,0,19.01,0
CUST000268,75,Rural,Paperless,No,135,Direct Debit,1,0,1,Fibre,In Contract,45.38,6,0,0,0,0,3,0,12.11,-1
CUST000269,84,Urban,Paperless,No,52,Direct Debit,1,0,1,Fibre,In Contract,28.9,5,0,2,0,0,5,0,-5.6,0
CUST000270,63,Urban,Paperless,No,163,Card,1,0,0,Fibre,In Contract,93.49,6,1,1,0,0,3,0,-0.15,0
CUST000271,41,Urban,Paperless,No,130,Direct Debit,0,1,0,Copper,In Contract,42.38,3,1,1,1,0,2,0,-14.33,0
CUST000272,49,Suburban,Large Font,No,168,Direct Debit,0,0,0,Copper,Month to Month,64.04,2,0,0,0,1,2,0,12.92,0
CUST000273,64,Rural,Standard Paper,No,37,Direct Debit,1,1,0,Fibre Plus,Out of Contract,69.55,2,2,0,0,0,4,0,-19.69,0
CUST000274,40,Suburban,Paperless,No,57,Cheque,1,0,1,Copper,In Contract,55.88,0,1,1,1,1,2,0,13.46,0
CUST000275,83,Urban,Paperless,No,101,Cheque,1,1,0,Fibre Plus,Month to Month,48.48,3,0,2,0,1,7,0,-1.74,1
CUST000276,44,Urban,Paperless,No,10,Direct Debit,1,0,1,Fibre,Out of Contract,77.39,4,0,2,0,0,2,0,8.65,0
CUST000277,19,Urban,Paperless,No,204,Cash,1,0,1,Fibre,In Contract,32.76,2,1,0,0,0,4,0,26.88,0
CUST000278,34,Urban,Standard Paper,No,81,Direct Debit,1,0,1,Copper,Out of Contract,64.99,0,2,1,0,0,1,0,-29.43,1
CUST000279,50,Suburban,Paperless,No,174,Direct Debit,1,1,0,Fibre,Out of Contract,36.31,0,2,0,0,0,4,0,-6.61,0
CUST000280,26,Urban,Large Font,Yes,90,Cash,1,1,0,Fibre Plus,Month to Month,46.79,3,0,2,0,0,1,1,-29.0,0
CUST000281,60,Urban,Standard Paper,No,133,Direct Debit,1,1,1,Copper,Out of Contract,24.41,2,0,0,0,0,4,0,-5.09,-2
CUST000282,65,Suburban,Large Font,No,133,Cash,1,1,0,Copper,Out of Contract,23.29,1,0,2,0,1,4,0,-25.25,0
CUST000283,56,Urban,Paperless,No,120,Direct Debit,1,0,1,Fibre,In Contract,43.04,4,2,0,1,0,1,0,9.71,0
CUST000284,59,Urban,Paperless,No,102,Card,1,1,1,Fibre,Month to Month,76.39,2,2,3,0,0,3,0,-31.94,0
CUST000285,43,Urban,Paperless,Yes,239,Direct Debit,1,0,1,Fibre,Out of Contract,40.39,1,1,2,0,0,3,0,-0.7,0
CUST000286,67,Rural,Paperless,No,27,Card,1,0,1,Fibre,In Contract,104.05,1,0,2,0,0,3,0,-9.78,0
CUST000287,42,Suburban,Large Font,No,5,Cheque,0,1,1,Fibre,In Contract,54.53,5,3,0,1,0,5,1,-67.94,0
CUST000288,41,Urban,Standard Paper,No,61,Direct Debit,1,0,1,Fibre,Out of Contract,41.09,4,2,0,0,0,3,0,-1.1,1
CUST000289,30,Suburban,Paperless,No,136,Direct Debit,1,1,1,Copper,Out of Contract,93.76,1,0,1,1,0,0,0,6.52,-1
CUST000290,77,Urban,Paperless,No,159,Card,0,0,1,Fibre,In Contract,86.01,1,1,0,1,0,1,0,-7.69,0
CUST000291,24,Suburban,Paperless,No,97,Direct Debit,1,0,1,Fibre,In Contract,22.63,3,0,1,0,1,3,0,-7.3,1
CUST000292,74,Suburban,Large Font,No,149,Direct Debit,1,1,1,Fibre,Out of Contract,43.86,4,0,1,0,0,2,0,0.52,1
CUST000293,53,Rural,Paperless,No,227,Cheque,1,0,1,Fibre Plus,Out of Contract,57.78,3,1,1,0,0,2,0,1.72,0
CUST000294,62,Suburban,Standard Paper,No,21,Direct Debit,1,1,1,Copper,Out of Contract,64.09,3,2,5,1,1,5,0,13.71,-1
CUST000295,37,Rural,Paperless,No,51,Direct Debit,1,1,1,Fibre,In Contract,60.61,6,0,1,1,0,5,0,20.17,-1
CUST000296,82,Rural,Paperless,Yes,79,Cheque,1,0,1,Fibre Plus,In Contract,41.16,3,1,2,0,0,4,0,6.83,0
CUST000297,25,Rural,Paperless,No,228,Direct Debit,1,1,0,Fibre,Out of Contract,38.27,5,0,1,0,0,5,0,22.3,0
CUST000298,33,Suburban,Standard Paper,No,59,Cash,1,1,0,Copper,In Contract,42.41,1,1,0,0,1,1,0,1.82,1
CUST000299,31,Urban,Paperless,No,2,Direct Debit,1,1,1,Fibre Plus,Out of Contract,30.73,6,0,1,1,0,2,0,-2.99,0
CUST000300,32,Urban,Paperless,No,158,Direct Debit,0,0,1,Fibre,Out of Contract,22.6,1,0,0,0,0,0,0,-18.32,0
CUST000301,83,Urban,Paperless,No,58,Direct Debit,1,1,1,Fibre,In Contract,57.9,2,1,0,0,1,2,1,0.41,0
CUST000302,49,Urban,Standard Paper,No,220,Cheque,0,1,1,Fibre,In Contract,59.62,1,0,1,0,0,2,0,-12.39,0
CUST000303,80,Suburban,Standard Paper,No,209,Cash,1,0,0,Fibre,Month to Month,107.57,1,1,4,0,0,4,1,-12.74,-1
CUST000304,68,Suburban,Standard Paper,No,236,Direct Debit,1,1,1,Copper,Out of Contract,33.27,4,1,1,0,0,3,0,-14.48,0
CUST000305,42,Rural,Standard Paper,No,20,Direct Debit,1,1,1,Fibre Plus,In Contract,53.67,3,1,0,2,0,2,0,10.61,0
CUST000306,75,Urban,Paperless,Yes,168,Direct Debit,0,1,0,Fibre Plus,Out of Contract,39.36,2,0,1,1,0,5,0,-17.02,0
CUST000307,80,Urban,Large Font,No,157,Cheque,0,1,1,Fibre,Month to Month,41.56,4,1,0,1,0,1,0,18.09,0
CUST000308,79,Suburban,Paperless,No,133,Direct Debit,0,1,1,Fibre,In Contract,32.6,0,0,3,1,0,2,0,-5.94,0
CUST000309,39,Urban,Paperless,Yes,89,Direct Debit,1,0,1,Fibre,Month to Month,45.79,3,0,0,1,0,3,0,-34.21,0
CUST000310,75,Urban,Paperless,No,138,Cheque,1,1,0,Copper,Month to Month,89.31,3,1,0,1,0,1,0,14.16,1
CUST000311,75,Rural,Standard Paper,No,211,Card,1,1,1,Fibre Plus,In Contract,36.03,4,0,0,0,1,3,1,-13.31,0
CUST000312,66,Suburban,Paperless,No,189,Direct Debit,0,1,1,Copper,In Contract,54.74,2,0,4,1,0,6,0,19.79,1
CUST000313,69,Urban,Paperless,No,105,Cheque,1,1,0,Copper,In Contract,33.18,5,1,4,2,1,5,0,-5.26,0
CUST000314,59,Rural,Standard Paper,No,112,Cash,1,1,1,Fibre,In Contract,21.51,4,0,2,3,0,1,0,33.14,0
CUST000315,32,Suburban,Paperless,No,129,Card,1,1,1,Copper,In Contract,41.35,3,0,0,1,0,1,0,16.84,0
CUST000316,71,Suburban,Paperless,Yes,175,Direct Debit,1,1,0,Fibre,In Contract,116.4,1,0,1,1,0,1,0,5.25,0
CUST000317,77,Rural,Paperless,No,98,Direct Debit,0,1,1,Fibre Plus,In Contract,29.73,2,1,2,1,0,2,0,-10.84,0
CUST000318,25,Urban,Paperless,No,185,Card,1,0,0,Fibre,In Contract,27.57,3,3,1,0,1,8,0,-13.84,1
CUST000319,70,Suburban,Standard Paper,No,14,Direct Debit,1,1,1,Copper,In Contract,28.85,1,0,1,1,1,3,0,1.7,0
CUST000320,77,Urban,Paperless,No,153,Direct Debit,1,1,1,Copper,Out of Contract,110.34,0,0,1,2,0,1,1,-16.05,-1
CUST000321,22,Urban,Standard Paper,No,218,Direct Debit,1,0,1,Fibre Plus,Out of Contract,77.69,2,0,0,1,0,5,0,-27.64,0
CUST000322,23,Rural,Paperless,No,21,Direct Debit,1,0,0,Fibre,In Contract,61.37,2,0,1,3,0,3,0,20.53,1
CUST000323,64,Suburban,Large Font,No,16,Direct Debit,1,1,0,Fibre,Out of Contract,87.98,1,0,1,0,0,3,0,-9.66,0
CUST000324,72,Suburban,Large Font,No,202,Card,1,1,1,Copper,In Contract,70.34,5,1,3,1,0,8,0,8.06,-1
CUST000325,57,Rural,Paperless,No,160,Direct Debit,1,0,0,Fibre Plus,Out of Contract,42.35,2,0,1,0,0,5,0,12.57,0
CUST000326,69,Rural,Large Font,No,236,Direct Debit,0,1,1,Fibre,In Contract,35.69,5,2,1,0,2,3,0,7.93,-2
CUST000327,33,Rural,Paperless,No,173,Direct Debit,1,0,1,Fibre,Month to Month,74.76,1,1,1,0,0,1,0,-11.23,1
CUST000328,30,Suburban,Paperless,No,64,Direct Debit,0,1,1,Fibre,Out of Contract,47.26,1,2,2,0,0,4,0,-8.96,0
CUST000329,47,Urban,Paperless,No,84,Direct Debit,0,1,0,Fibre,Month to Month,28.27,2,1,2,1,0,1,0,-8.13,0
CUST000330,36,Urban,Paperless,No,73,Card,0,1,1,Copper,Month to Month,58.09,3,0,1,0,1,4,1,-22.44,0
CUST000331,34,Urban,Large Font,No,60,Direct Debit,1,1,1,Fibre Plus,In Contract,38.1,2,1,2,3,0,2,0,-16.9,-1
CUST000332,80,Urban,Paperless,No,98,Direct Debit,1,0,1,Copper,In Contract,77.89,2,2,4,0,0,3,1,-26.15,0
CUST000333,36,Suburban,Paperless,No,223,Cheque,1,0,0,Copper,Out of Contract,27.55,2,1,3,0,0,3,0,-32.54,-1
CUST000334,75,Suburban,Standard Paper,Yes,147,Direct Debit,1,1,1,Copper,Out of Contract,59.38,1,0,1,1,0,0,0,-15.15,0
CUST000335,72,Rural,Standard Paper,No,47,Cheque,1,1,1,Copper,Out of Contract,48.43,2,1,0,1,0,1,0,21.84,0
CUST000336,79,Suburban,Standard Paper,No,223,Direct Debit,0,0,0,Fibre,In Contract,48.98,4,1,0,0,0,3,0,-47.39,0
CUST000337,40,Suburban,Standard Paper,No,192,Cheque,1,1,1,Copper,In Contract,51.37,1,0,1,0,1,0,0,38.4,0
CUST000338,26,Urban,Large Font,Yes,158,Direct Debit,0,1,1,Copper,Out of Contract,40.61,2,0,1,0,0,2,1,-6.73,0
CUST000339,29,Urban,Large Font,No,47,Cash,0,0,1,Fibre Plus,Out of Contract,57.44,2,1,0,0,0,3,0,27.85,0
CUST000340,18,Urban,Standard Paper,No,216,Cheque,1,0,1,Fibre Plus,Out of Contract,51.45,1,0,1,0,0,2,0,5.92,0
CUST000341,75,Suburban,Paperless,No,33,Direct Debit,1,0,0,Fibre,Out of Contract,47.35,5,0,0,1,0,3,0,-23.61,0
CUST000342,18,Urban,Paperless,Yes,210,Direct Debit,1,0,1,Fibre,Month to Month,81.71,2,1,5,0,1,5,0,6.32,1
CUST000343,51,Suburban,Standard Paper,No,21,Direct Debit,1,0,0,Copper,Out of Contract,22.84,5,2,2,0,0,5,0,6.04,1
CUST000344,65,Suburban,Paperless,No,95,Card,1,0,0,Fibre Plus,Month to Month,59.94,1,1,4,0,0,3,0,10.11,-1
CUST000345,18,Urban,Paperless,No,63,Direct Debit,1,1,1,Copper,In Contract,49.93,2,0,1,3,0,2,0,46.44,0
CUST000346,33,Urban,Paperless,No,231,Direct Debit,1,1,0,Fibre,Month to Month,57.45,2,0,1,2,0,4,1,-32.82,0
CUST000347,78,Suburban,Large Font,No,42,Direct Debit,1,1,1,Copper,Out of Contract,60.41,2,2,1,2,0,4,1,-35.9,1
CUST000348,81,Urban,Standard Paper,No,189,Card,1,0,1,Fibre,In Contract,62.17,2,0,2,2,1,3,0,-39.34,-1
CUST000349,80,Suburban,Paperless,No,105,Direct Debit,1,0,1,Fibre,Out of Contract,36.87,2,1,1,0,1,1,0,21.11,0
CUST000350,39,Suburban,Standard Paper,No,126,Direct Debit,0,1,1,Fibre,In Contract,32.27,6,0,2,0,1,2,0,18.73,0
CUST000351,84,Suburban,Standard Paper,No,115,Cheque,1,0,1,Copper,In Contract,56.59,4,0,1,0,0,3,0,1.9,1
CUST000352,43,Rural,Large Font,No,43,Card,0,1,1,Fibre,Out of Contract,93.48,5,0,3,1,2,4,0,15.49,0
CUST000353,33,Suburban,Paperless,No,68,Direct Debit,1,1,1,Copper,Month to Month,40.31,2,1,3,2,0,4,0,19.85,0
CUST000354,68,Rural,Paperless,No,26,Direct Debit,1,1,0,Copper,Month to Month,26.94,3,0,3,1,0,1,0,18.08,0
CUST000355,74,Urban,Standard Paper,No,161,Direct Debit,1,0,1,Copper,In Contract,66.37,5,5,2,1,0,3,0,-0.98,0
CUST000356,46,Suburban,Paperless,No,108,Direct Debit,0,0,1,Fibre,Month to Month,29.46,3,1,1,0,0,2,0,-7.88,1
CUST000357,64,Urban,Standard Paper,No,33,Direct Debit,0,1,0,Fibre,Out of Contract,52.27,2,1,1,1,0,2,0,-40.95,0
CUST000358,79,Urban,Paperless,No,49,Direct Debit,1,0,1,Copper,In Contract,27.09,4,2,1,0,0,4,0,-0.47,0
CUST000359,33,Urban,Paperless,No,84,Cheque,1,1,0,Fibre,Month to Month,38.7,1,0,0,0,0,3,0,13.81,0
CUST000360,65,Suburban,Standard Paper,No,41,Cash,0,0,1,Fibre,Month to Month,44.43,3,0,2,1,0,3,0,-25.76,0
CUST000361,56,Urban,Large Font,No,200,Cheque,1,1,1,Fibre,Month to Month,38.55,2,1,2,0,0,2,0,-6.1,0
CUST000362,50,Urban,Paperless,No,36,Direct Debit,1,0,1,Fibre Plus,Out of Contract,50.23,1,0,3,0,0,2,0,-23.98,1
CUST000363,40,Rural,Large Font,No,200,Cheque,1,1,1,Copper,In Contract,52.46,1,0,1,0,0,1,0,42.44,0
CUST000364,27,Rural,Standard Paper,No,95,Direct Debit,1,0,0,Fibre,In Contract,34.63,3,1,3,1,0,8,0,3.15,-1
CUST000365,51,Suburban,Standard Paper,No,119,Direct Debit,0,1,0,Copper,Month to Month,33.95,1,1,2,1,0,1,0,-20.09,0
CUST000366,69,Suburban,Standard Paper,No,150,Direct Debit,1,0,0,Fibre,In Contract,84.07,1,0,0,0,0,4,0,31.94,0
CUST000367,27,Rural,Paperless,No,234,Direct Debit,1,0,1,Fibre,In Contract,39.7,2,1,2,3,1,4,0,5.67,0
CUST000368,36,Suburban,Large Font,No,175,Direct Debit,1,1,0,Fibre,Out of Contract,51.84,0,0,0,1,0,0,0,-9.29,0
CUST000369,75,Urban,Paperless,Yes,83,Direct Debit,1,1,1,Fibre,Month to Month,22.51,3,0,1,0,0,2,0,-1.34,0
CUST000370,18,Rural,Paperless,No,20,Direct Debit,1,1,0,Copper,In Contract,109.75,3,0,0,0,0,3,0,12.56,1
CUST000371,21,Suburban,Paperless,No,87,Direct Debit,1,1,1,Fibre,In Contract,56.17,4,0,2,1,1,4,0,18.55,1
CUST000372,33,Urban,Paperless,No,152,Direct Debit,1,1,1,Copper,In Contract,16.25,5,0,0,2,0,2,0,-11.62,2
CUST000373,41,Suburban,Large Font,No,126,Card,1,0,1,Fibre,In Contract,26.96,4,0,0,2,0,6,0,15.68,0
CUST000374,19,Urban,Standard Paper,No,171,Card,1,0,1,Fibre,Out of Contract,31.19,1,1,1,0,0,5,0,-28.19,0
CUST000375,49,Rural,Standard Paper,No,216,Card,1,1,1,Fibre,In Contract,105.11,4,1,2,0,0,7,0,-6.82,0
CUST000376,41,Urban,Standard Paper,Yes,100,Card,1,1,1,Fibre,Month to Month,157.94,1,0,1,0,0,1,0,14.58,0
CUST000377,29,Rural,Paperless,No,73,Card,1,1,1,Copper,In Contract,58.31,1,2,0,0,0,2,0,24.18,0
CUST000378,67,Rural,Paperless,Yes,232,Cheque,1,0,0,Copper,In Contract,77.32,3,0,0,1,0,1,0,17.83,0
CUST000379,52,Suburban,Paperless,No,16,Card,1,0,1,Fibre,In Contract,83.45,4,3,3,1,1,2,0,-21.28,0
CUST000380,50,Suburban,Paperless,No,27,Direct Debit,1,1,1,Copper,In Contract,25.78,2,2,3,0,0,3,0,0.5,1
CUST000381,50,Urban,Paperless,No,45,Cash,0,1,1,Fibre Plus,Month to Month,43.11,1,0,2,0,1,2,0,6.46,0
CUST000382,78,Urban,Standard Paper,No,165,Direct Debit,1,0,0,Fibre,Out of Contract,42.79,3,0,1,1,0,3,0,6.12,0
CUST000383,68,Urban,Large Font,No,13,Cheque,1,1,0,Fibre Plus,In Contract,89.22,2,0,0,0,0,3,0,-6.4,0
CUST000384,60,Suburban,Paperless,No,179,Card,1,0,1,Fibre Plus,In Contract,127.52,3,1,0,0,0,1,0,-17.87,0
CUST000385,29,Suburban,Large Font,No,2,Direct Debit,1,1,1,Fibre,Out of Contract,135.41,2,1,0,1,0,3,0,2.18,0
CUST000386,84,Urban,Paperless,No,76,Direct Debit,1,1,1,Fibre,Out of Contract,57.37,5,0,1,0,0,3,0,3.56,0
CUST000387,82,Urban,Large Font,No,105,Direct Debit,1,1,1,Fibre,In Contract,54.23,4,2,0,0,0,2,0,20.53,0
CUST000388,50,Rural,Paperless,No,97,Cheque,1,1,1,Copper,In Contract,35.81,4,1,1,1,1,5,0,19.42,0
CUST000389,57,Urban,Paperless,No,87,Cheque,0,1,0,Fibre,In Contract,46.06,1,1,1,1,0,3,0,-8.64,0
CUST000390,60,Rural,Paperless,No,59,Direct Debit,1,0,1,Copper,In Contract,76.17,0,0,0,0,0,2,0,15.46,0
CUST000391,61,Urban,Paperless,Yes,14,Direct Debit,1,1,1,Fibre,In Contract,72.0,1,1,1,0,0,1,0,-23.59,0
CUST000392,46,Suburban,Paperless,No,103,Card,1,0,1,Fibre,In Contract,58.88,1,0,0,1,0,1,0,25.79,0
CUST000393,30,Urban,Paperless,No,177,Cheque,1,1,1,Fibre,Out of Contract,29.31,3,0,2,1,1,2,0,-8.9,-1
CUST000394,29,Suburban,Large Font,Yes,30,Direct Debit,1,0,0,Fibre,Month to Month,117.68,2,0,0,2,0,0,0,-14.43,0
CUST000395,63,Suburban,Standard Paper,No,110,Cash,0,1,0,Copper,In Contract,56.61,2,2,0,1,1,3,0,7.21,0
